NameUa	NameRu	OldNameUa	OldNameRu	Lat	Lon
Станіславчик	Станиславчик			49.3349634	30.3790880
Юрківка	Юрковка			49.3255650	30.0989360
Торчицький Степок	Торчицкий Степок			49.3272630	30.0753400
Ненадиха	Ненадиха			49.3262100	29.8471110
Дібрівка	Дибровка			49.3196910	29.7647090
Розумниця	Разумница			49.3076820	30.2207640
Росішки	Росишки			49.3111000	29.6744190
Красилівка	Красиловка			49.2974400	30.3383100
Бесідка	Беседка			49.3096960	30.2721790
Денихівка	Дениховка			49.3063010	29.7949200
Дубина	Дубина			49.2894898	29.7479261
Тайниця	Тайница			49.2750510	29.9319100
Степове	Степовое			49.2787818	29.8487340
Голодьки	Голодьки			49.2692180	29.6517600
Високе	Высокое			49.2520516	29.8165061
Горошків	Горошков			49.2468551	29.9027543
Стадниця	Стадница			49.2389527	29.7460370
Ріденьке	Реденькое			49.2151869	29.8805203
Клюки	Клюки			49.2106155	29.7910404
Хмелівка	Хмелевка			49.1962622	29.7765419
Поділ	Подол			50.4691280	30.5166240
Дослідницьке	Дослидницкое			49.9240070	30.1482320
Тараща	Тараща			49.5554980	30.5023421
Київська область	Киевская область			50.1785950	30.4924884
Бортничі	Бортничи			50.3800605	30.6913394
Чмирівка	Чмыревка			50.3130953	30.6396836
Дачний масив «Вишеньки»				50.3171061	30.6475333
Лісняки	Лесняки			50.2480958	31.7897919
Стара аптека	Старая аптека			50.2544773	31.7776160
Радгосп	Совхоз			50.2556654	31.7647086
Підварки	Пидварки			50.2807512	31.7381078
Райсоюз	Райсоюз			50.2405055	31.7917152
ПТФ	ПТФ			50.2884003	31.7241424
ЦИНС	ЦИНС			50.2369847	31.7821846
Каштани	Каштаны			50.2679592	31.7657258
Козловщина	Козловщина			50.2615248	31.7922034
Супій	Супой			50.2522176	31.7692089
Залізничний	Железнодрожный			50.2344267	31.8010086
Нова зупинка	Новая остановка			50.2598550	31.7740799
Гострий півострів	Острый полуостров			50.3676827	30.5733935
Галерний острів	Галерный остров			50.3733359	30.5589181
Червоний хутір	Красный хутор			50.2925024	31.7554842
Бачиївщина	Бачийивщина			50.2246745	31.7930986
Сорочий Яр				50.2633530	31.7606382
Жуків острів	Жуков остров			50.3428896	30.5761869
Водників острів	Остров Водников	Чернечий острів		50.3469212	30.5925135
Муромець острів	Остров Муромец			50.5179664	30.5457560
Рибальський острів	Рыбальский остров			50.4797045	30.5302356
Чорна гора	Чёрная гора			50.4105383	30.5414088
Корчувате	Корчеватое			50.3656438	30.5534315
Теремки 2	Теремки 2			50.3798290	30.4526790
Лиса гора	Лысая гора (Девичь-гора)			50.3964880	30.5500640
ДВРЗ	ДВРЗ			50.4515813	30.6799107
Воскресенка	Воскресенка			50.4842146	30.5986460
Звіринець	Зверинец			50.4182869	30.5558262
Оболонь	Оболонь			50.5107350	30.5033700
Теремки 1	Теремки 1			50.3673440	30.4537140
Віта-Литовська		Чапаєвка	Чапаевка	50.3326407	30.5570302
Троєщина	Троещина			50.5136843	30.6064777
Деміївка	Демиевка			50.4056111	30.5162560
Рембаза	Рембаза			50.4218704	30.6938632
Мишоловка	Мышеловка			50.3732274	30.5285347
Биківня	Быковня			50.4759847	30.6704628
Осокорки	Осокорки			50.3928584	30.6360391
Голосіїв	Голосеево			50.3790549	30.4916449
Багринова гора	Багринова Гора			50.3866810	30.5395021
Добрий Шлях	Добрый Путь			50.3940755	30.5207260
Лісовий масив	Лесной массив			50.4721436	30.6307388
Соцмісто	Соцгород			50.4424366	30.6230032
Стара Дарниця	Старая Дарница			50.4377570	30.6450762
Червоний Хутір	Красный Хутор			50.4090817	30.6763923
Китаїв	Китаево			50.3700827	30.5427499
Харківський масив	Харьковский массив			50.4123149	30.6564200
Конча-Заспа	Конча-Заспа			50.2997241	30.5745980
Нова Дарниця	Новая Дарница			50.4262340	30.6626501
Позняки	Позняки			50.4119607	30.6250910
ДРСУ	ДРСУ			50.2762587	31.7773027
Площа танкістів	Площадь танкистов			50.2843929	31.7608711
Мриги				50.2699472	30.5685670
Бусова гора	Бусовая гора			50.4079162	30.5556305
Корабельна балка				50.2571284	31.7615418
Калиновий гай				50.1555019	31.8152626
Шполянка	Шполянка			50.4858700	30.4615400
Гарячиївщина	Гарячийивщина			50.2522604	31.8272057
Дача М. С. Хрущова				50.2448556	31.7450565
Самбурки	Самбурки			50.3692443	30.5125250
Левада	Левада			50.2523454	31.7979986
Лук’янівка	Лукьяновка			50.4676150	30.4682831
Татарка	Татарка			50.4691522	30.4874961
Солдатська слобідка	Солдатская слободка			50.4530327	30.4883861
Шулявка	Шулявка			50.4547283	30.4488522
Долина джерел (екопоселення)	Долина источников (экопоселение)			50.3906180	29.9446451
Федорівка	Фёдоровка			50.2335470	31.7195840
ДНС				49.8082481	30.0929239
Піщаний масив	Песчаный массив			49.7856671	30.0922418
Гайок	Гаёк			49.8092460	30.0447299
Леваневського масив	Леваневского массив			49.7866264	30.1518503
Залізничне Селище	Железнодорожный посёлок			49.8143676	30.1164912
Макарів	Макаров			50.4639897	29.8068986
Теличка	Теличка			50.3956238	30.5710753
Комбікормовий завод	Комбикормовый завод			50.2945184	31.7792292
Димер	Дымер			50.7835487	30.3078042
Романівка	Романовка			50.4887637	30.2595808
Попова Руга				50.7058602	30.7605378
Хутір				50.6830360	30.7612871
Рокитне	Рокитное			50.7199314	30.7452176
Ситняки	Ситняки			50.4227290	29.7150750
Капітанівка	Капитановка			50.4426690	30.1910100
Райдужний масив	Радужный массив			50.4873754	30.5859409
Бабинці	Бабинцы			50.6424120	30.0290694
Борщагівка	Борщаговка			50.4251451	30.3781367
Маслівка	Масловка			49.7189060	31.1689700
Піонерська				49.8206141	30.0705807
урочище Бобровня				50.5159939	30.5531547
Наливайківка	Наливайковка			50.4836836	29.7111305
Почепин	Почепин			50.4913640	29.7733710
парк "Муромець"		Парк Дружби Народів	Парк Дружбы Народов	50.5042800	30.5422880
Розкішна	Роскошная			49.3734400	30.1898310
Солом’янка	Соломенка			50.4331575	30.4759963
Плоске	Плоское			49.4757800	30.2959750
Осикове	Осыково			50.3280680	29.9794770
Кагарлик	Кагарлык			49.8650658	30.8226786
Переселення	Переселение			49.8923110	30.7908860
Котеджне містечко «Рославичі»				50.2377505	30.4587959
Золоче				50.3010865	30.6970891
Вишневе містечко				50.2878297	30.7000694
Гатне	Гатное			50.3585470	30.3962840
Гута-Межигірська	Гута-Межигорская			50.6756360	30.3103770
ЖК "Новосельцево"				50.3870852	30.8400020
Довга Гребля		Леніне	Ленино	50.1762810	31.5108510
Березняки	Березняки			50.4293964	30.6042846
Нивки	Нивки			50.4701622	30.4093067
Новобіличі	Новобеличи			50.4749874	30.3439160
Русанівка	Русановка			50.4397740	30.5982990
Русанівські Сади	Русанівские Сады			50.4747092	30.5736553
Совки	Совки			50.4061564	30.4864294
Ширма	Ширма			50.4053385	30.4954329
Сулимівське - 3				50.3829772	31.1861249
Пирогів	Пирогов			50.3467060	30.5213740
Куликове				50.4834287	30.6075836
Кибальчич				50.4927767	30.5975715
Північно-Броварський масив		Комсомольський масив	Комсомольский массив	50.4627610	30.6182596
Лівобережний масив	Левобережный массив			50.4561510	30.5901471
Ковалин	Ковалин			50.0824660	31.2138080
Круглик	Круглик			50.3025820	30.4557130
Хутір База	Хутор База			50.4404602	30.3969502
Садівниче товариство «Дружба»	Садовое товарищество «Дружба»			50.9082331	30.5708747
Сонячна Долина	Солнечная Долина			50.2218719	30.5687885
Коттеджный городок Иванково				50.3051297	31.0945718
Трудовик				50.6753681	30.7131110
Строкова	Строкова			50.1229100	31.6252590
Сільгосп Технікум	Сельхоз Техникум			50.2998732	30.3536583
ЖК «Софія»	ЖК «София»			50.4019268	30.3775077
Каменка	Каменка			50.8320960	30.2844720
Феофанія	Феофания			50.3473089	30.4851478
Черкас	Черкас			49.6959340	30.2085360
Горобіївка	Горобиевка			49.6137810	29.6751840
Дубова	Дубовая			51.1139300	29.6012760
Вітряні гори	Ветряные горы			50.5125530	30.4364362
Селище Шевченка				50.5187879	30.4368338
Виноградар	Виноградарь			50.5084299	30.4269935
Мостицький масив	Мостицкий массив			50.5019616	30.4396346
Западинка				50.5072991	30.4449314
Мінський масив	Минский массив			50.5192120	30.4619194
Вишгородський масив				50.5090383	30.4543867
Мостище				50.5013217	30.4443156
Суклєєвий Яр	Суклеєв яр			50.4981137	30.4385700
Замковище				50.4938616	30.4364276
Біличе поле				50.4925430	30.4360045
Куренівка	Куренёвка			50.4917582	30.4633167
Кинь-Ґрусть				50.5204470	30.4488642
Коноплянка				50.5102243	30.4656530
Пріорка	Приорка			50.5069489	30.4662664
2-й мікрорайон Виноградаря	2-й микрорайон Виноградаря			50.5114709	30.4191846
Катеринівка	Катериновка			50.4521903	30.3257005
Дарниця	Дарница			50.4387860	30.6364750
Нова Забудова	Новое Строение			50.4295260	30.5137630
Старий Київ	Старый Киев			50.4535179	30.5160664
Печерськ	Печерск			50.4290880	30.5408925
Теремки	Теремки			50.3721856	30.4531931
Авіамістечко	Авиагородок			50.4617799	30.3822565
Академмістечко				50.4628023	30.3694872
Біличі	Беличи			50.4648128	30.3457055
Видубичі	Выдубичи			50.4174272	30.5655015
Волейків	Волейков			50.4680095	30.4295272
Відрадний	Отрадный			50.4375679	30.4218060
Городище Кия				50.4580425	30.5159877
Жовтневе	Жовтневое			50.4404834	30.3649923
Караваєві дачі	Караваевы Дачи			50.4272056	30.4355967
Клов	Клов			50.4399769	30.5345936
Кудрявець	Кудрявец			50.4567792	30.5007665
Липки	Липки			50.4448626	30.5328341
Микільська Борщагівка	Никольская Борщаговка			50.4299596	30.3788076
Михайлівська Борщагівка	Михайловская Борщаговка			50.4071714	30.4150314
Го́род Володимира	Град Владимира			50.4568951	30.5184405
Перемога				50.4371393	30.3950373
Південна Борщагівка	Южная Борщаговка			50.4121565	30.3996679
Святошин	Святошин			50.4577056	30.3745815
Сирець	Сырец			50.4743058	30.4418829
Царське Село	Царское Село			50.4258954	30.5467527
Черепанова гора	Черепанова гора			50.4308831	30.5287965
село Осокорки				50.3999518	30.6049939
Село Троєщина				50.5196225	30.5869075
1-й мікрорайон Північно-Броварського масиву		1-й мікрорайон Комсомольського масиву		50.4664583	30.6212542
2-й мікрорайон Північно-Броварського масиву		2-й мікрорайон Комсомольського масиву		50.4622922	30.6216988
3-й мікрорайон Північно-Броварського масиву		3-й мікрорайон Комсомольського масиву		50.4605615	30.6110436
Ґалаґани				50.4534132	30.4002127
Балюківка				49.7591626	31.0434498
Злодіївка				49.7625063	31.0405106
Ковалівка				49.7520765	31.0451391
Містечко				49.7643939	31.0503032
Посьолок				49.7590450	31.0575173
Сахнівка				49.7567633	31.0511271
Чорнобильське поселення				49.5215273	29.9005169
Воскресенська слобідка				50.4826502	30.5861105
3-й мікрорайон Райдужного масиву	3-й микрорайон Радужного массива			50.4922193	30.5804093
1-й мікрорайон Райдужного масиву	1-й микрорайон Радужного массива			50.4786032	30.5924317
2-й мікрорайон Райдужного масиву	2-й микрорайон Радужного массива			50.4875767	30.5881847
Вигурівщина				50.4985122	30.6016600
Селище Радистів				50.4808236	30.6697790
СТ Більшовик	СТ Большевик			50.4987266	30.3767487
Таращанський масив	Таращанский массив			49.7725855	30.1289386
Дальні сади				50.5618543	29.9216621
Середні сади				50.5674290	29.9322840
Терезине	Терезино			49.8574030	30.1110610
Вільне				50.4966193	31.9904712
Залізничний масив	Железнодорожный массив			50.4225086	30.4889245
Костівка				49.7705454	31.0389440
Гайдаївка				49.7740376	31.0409610
Новосельня				49.7707306	31.0436719
ЖК «Софіївська Слобідка»	ЖК «Софиевская Слободка»			50.3994870	30.3764201
СТ «Агрохімік»				50.2887787	30.4879700
Тиша				50.2930218	30.3906391
Лелечий Хутор				50.4439926	30.0232985
Лісове	Посёлок Лесной			51.3888899	30.0722691
Крюківщина	Крюковщина			50.3719290	30.3716220
Селище Рибне	Посёлок Рыбное			50.4679377	30.7171001
Сахалін	Сахалин			50.4775412	30.3442520
Парня	Парня			50.7295150	30.7672330
Бровари	Бровары			50.5111168	30.7900482
урочище Галаганова Левада				50.4696867	31.8325467
урочище Городище				50.5136661	30.5781621
СТ Дружба				50.5012581	30.3849573
СТ Лісне				50.4992862	30.3680108
Олександрівська Слобідка	Александровская слободка			50.4205587	30.4776938
Русанівські сади	Русановские сады			50.4744251	30.5752743
Романків				50.2001949	30.9025618
Сальків	Сальков			50.2230134	30.7933207
Бурти				50.3706087	32.0232324
Брилівка	Брилёвка			49.3880160	30.3312300
Скарбовий ліс				50.4438053	30.3757195
Садове товариство "Ветеран"				50.5610481	30.5452139
Променисте				50.5989487	30.5925716
Дачний кооператив "Придніпровський"	Дачный кооператив "Приднепровский"			50.7308332	30.3770624
Дачний кооператив «Геофізик»	Дачный кооператив «Геофизик»			50.7254910	30.3731778
Гетовка	Гетовка			50.4029397	31.9208924
Грабківка	Грабкивка			50.4172237	31.9168622
Зарядівка	Зарядовка			50.4074027	31.9264745
Ковбасівка	Ковбасовка			50.4191954	31.8984053
Чмихалівка	Чмихаловка			50.4136083	31.9079869
Копачі	Копачи			51.3523915	30.1280067
Dooobra ferma				49.5226708	30.8670050
Табір				50.3637315	30.7870592
Дідовиця	Дедовица			50.5899965	30.4606780
Мостище				50.5554942	30.2942607
Червоний відділок	Красный участок			50.4668076	31.8092326
Тетянівка				49.8861718	30.0592285
Хутір Микільський	Хутор Никольский			50.5795073	30.4482321
Озера-15				50.6336794	30.2594148
Світанок-2	Свитанок-2			50.1804572	30.6962622
Ратай	Ратай			50.3453954	30.3992558
Станція Спартак				50.6767580	29.7375985
71 км				50.6758352	29.7317206
УчГосп	УчХоз			50.5300780	30.1813320
Шовковик	Шелковик			50.3500527	30.3811791
Верстатобудівник	Верстатостроитель			50.3511666	30.3785772
Вишневе УПП УТОС	Вишневое УПП УТОС			50.3518854	30.3760307
Ізумруд	Изумруд			50.3478533	30.3882925
Взуттєвик	Обувщик			50.3474378	30.3861413
Турист	Турист			50.3485529	30.3840944
Сокол	Сокол			50.3439362	30.3947156
Гевея	Гевея			50.3408925	30.3981830
Енергія	Энергия			50.3411322	30.4006845
Будівельник	Строитель			50.3439432	30.3926038
Кібернетик	Кибернетик			50.3477337	30.3899129
Машинобудівник	Машиностроитель			50.3547576	30.3713835
Вишневе	Вишневое			50.3526789	30.3687065
Іскра-1	Искра-1			50.3534020	30.3775169
УЮТ	УЮТ			50.3546099	30.3759754
Арсеналець-5	Арсеналец-5			50.3592888	30.3708721
Іскра-1	Искра-1			50.3533323	30.3689549
Іскра-1	Искра-1			50.3527880	30.3720703
Арсеналець	Арсеналец			50.3564138	30.3759849
Арсеналець-5	Арсеналец-5			50.3580019	30.3794074
Котеджне містечко				50.2515632	30.4527914
Белгравія				50.4620072	30.1890377
Коти				51.0167853	30.1772976
Хмельницьке				49.4587832	29.8381352
Чоколівка	Чоколовка			50.4317682	30.4551047
Брідок				49.4578414	29.8571316
Мури				49.8392779	29.6598420
Площа бажання				49.8390239	29.6600256
Вершина	Вершина			50.4301184	31.8840665
Ялівщина	Яловщина			50.4182721	31.9431906
Рига	Рига			50.3885476	31.9643247
Товста	Товста			50.3882740	31.8908858
Грушківка	Грушковка			50.4273582	31.9394660
Галагани	Галаганы			50.4728907	31.7882967
Чорнобильський мікрорайон	Чернобыльский микрорайон			50.5127119	31.7969683
Ковалівка	Коваливка			50.4960961	31.7617214
Козаківка	Козаковка			50.5032527	31.7525608
Кривокониха	Кривокониха			50.4831898	31.7951939
Чорнобиль-2	Чернобыль-2			51.3073810	30.0741291
Лопохуватий				50.5056230	30.5558241
Пипківка	Пипковка			50.5055511	31.7754865
Берізки	Березки			50.5919672	30.4822809
Ворочок	Ворочек			50.3978895	31.9229297
Ясківщина	Ясковщина			50.4118237	31.9192422
Радгосп	Совхоз			50.4045943	31.9122496
Новоселиця	Новоселица			50.4154315	32.0348507
Миронівка	Мироновка			49.6583412	30.9824887
Шаповаловка	Шаповаловка			50.4930435	31.7696607
Бородаївка	Бородаевка			50.5108327	31.7866641
Байраки	Байраки			50.4805907	31.7831603
Мухівка	Муховка			50.5048841	31.7620754
Самоволка	Самоволка			50.4888559	31.8033600
Поліський масив	Полесский масcив			50.4950092	31.8015629
Батиєва гора				50.4287935	30.4935139
Кучмин Яр				50.4296683	30.4904938
Будиночки	Домики			50.4101090	31.9118312
Маєток Віктора Медведчука	Имение Виктора Медведчука			50.5475221	30.4609316
Маєток Михайла Охендовського	Имение Михаила Охендовского			50.5439341	30.4621732
Маєток Григорія Суркіса				50.5476005	30.4575368
Маєток Ігоря Суркіса				50.5460443	30.4589785
Комплекс Відпочинку "Пуща-Водиця"				50.5358475	30.4709767
Урочище Липки				50.5338232	30.1377886
Степівський ліс				49.2711225	29.8278113
Золота осінь				50.3071652	30.4108536
Новоселиця	Новоселица			50.3134140	31.6869897
Заводянщина	Заводянщина			50.3219534	31.6912812
Глечик	Глечик			50.3200524	31.6822636
Петрушків Яр				50.4051602	30.1646161
Карань	Карань			50.0447557	31.4292911
Борисівка	Борисовка			50.0948022	31.4145362
Дитинець	Дитинец			50.0661838	31.4635321
Солонці	Солонци			50.0843978	31.4413744
Спаська Левада	Спасская Левада			50.0700868	31.4396390
Андруші	Андруши			50.0634169	31.4323032
Лагері	Лагери			50.0602297	31.4525995
Підварки	Пидварки			50.0866076	31.4779919
Маєток Наталії Іванівни Кацуби				50.5977993	30.5468452
Маєток Сергія Володимировича Кацуби				50.5989775	30.5468238
Маєток Євгенія Миколайовича Бакуліна				50.5999377	30.5467165
Маєток Світлани Бакуліної				50.6010477	30.5467272
Росинка+				50.3345253	30.3786623
Берізка				50.3334588	30.3812654
Дружба				50.3326557	30.3841877
Лісне				50.3305497	30.3891551
Родничок				50.3284156	30.3941458
Фастівець	Фастовец			50.0559700	30.0424689
урочище Большая Блистюнь				51.1024053	30.3671305
Чайка				50.5760073	30.4894096
Піски				50.5730131	30.4855030
Відведена ділянка під приватну забудову				50.5787122	30.4662528
Відведена ділянка під приватну забудову				50.5980707	30.4817632
Хутір Мар'янівка				50.7742475	29.5974254
Урочище Попове	Урочище Попово			50.6506921	30.5898510
Урочище х. Осещина				50.6387565	30.5588900
Урочище Церковне				50.6538621	30.6039665
Урочище Волуйське	Урочище Волуйское			50.6955641	30.5802600
Софія Київська	София Киевская			50.4032326	30.3611035
Урочище Плиски				50.2187300	30.0507727
Ольжина гора	Ольгина гора			50.6035111	30.4926919
Сьоме небо				50.6066107	30.4900644
Болдивщина	Болдывщина			50.3757001	31.9698156
Новоселиця	Новоселица			50.3860596	31.9472362
Старе село	Старое село			50.4194166	31.9549229
ЖК Буча-Квартал				50.5417819	30.1905249
Урочище Чайкине				50.4646393	29.9179507
Сільхозхімія				50.6035437	30.4828687
Щекавицька площа		Червона Пресня площа		50.4688402	30.5105021
Хутір Красне				50.4799421	30.1291850
Млиново				50.3254374	30.6290829
Торгмаш				50.5067765	30.8266126
Переїзд				50.4943397	30.7861336
Старий центр				50.4982340	30.7692173
Пекарня				50.4962170	30.7561725
Геологорозвідка				50.5008168	30.7473319
Оболонь				50.5040787	30.7636397
Зелена поляна				50.5173832	30.7602924
Масив				50.5116509	30.7908599
Порошинка				50.5133918	30.7847468
Промзона				50.5289330	30.8180414
Сонцтаун				50.4437183	30.2998149
Рудий ліс				51.3815713	30.0578964
Європейське місто				50.3772110	30.3809211
Планерна гірка				50.2602844	30.5296218
